index,drama_title,drama_directors,drama_casts,drama_rate, drama_url,drama_country,drama_language_list,drama_time
130,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
131,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
132,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
133,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
134,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
135,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
136,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
137,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
138,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
139,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
140,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
141,阿波罗11号,托德·道格拉斯·米勒,"巴兹·奥德林,琼·安·阿彻,珍妮特·阿姆斯特朗,尼尔·阿姆斯特朗,约翰尼·卡森",8.8,https://movie.douban.com/subject/30390701/, 美国,,2019
142,张艺谋和他的“影”,汪鹏,"张艺谋,赵小丁,陈敏正,马光荣,谷轩昭",7.1,https://movie.douban.com/subject/30255138/, 中国大陆,,2018
143,我在故宫修文物,"叶君,萧寒","王津,亓昊楠,屈峰,王五胜,王有亮",9.4,https://movie.douban.com/subject/26703457/, 中国大陆, 汉语普通话,2016
144,尺八·一声一世,聿馨,"佐藤康夫,小凑昭尚,蔡鸿文,徐浩鹏,海山",,https://movie.douban.com/subject/27185648/, 中国大陆,,2019
145,风味人间,"陈晓卿,陈磊","李立宏,陈晓卿,扶霞·邓洛普",9.1,https://movie.douban.com/subject/30156039/, 中国大陆, 汉语普通话,2018
146,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
147,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
148,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
149,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
150,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
151,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
152,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
153,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
154,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
155,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
156,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
157,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
158,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
159,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
160,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
161,张艺谋和他的“影”,汪鹏,"张艺谋,赵小丁,陈敏正,马光荣,谷轩昭",7.1,https://movie.douban.com/subject/30255138/, 中国大陆,,2018
162,我在故宫修文物,"叶君,萧寒","王津,亓昊楠,屈峰,王五胜,王有亮",9.4,https://movie.douban.com/subject/26703457/, 中国大陆, 汉语普通话,2016
163,尺八·一声一世,聿馨,"佐藤康夫,小凑昭尚,蔡鸿文,徐浩鹏,海山",,https://movie.douban.com/subject/27185648/, 中国大陆,,2019
164,风味人间,"陈晓卿,陈磊","李立宏,陈晓卿,扶霞·邓洛普",9.1,https://movie.douban.com/subject/30156039/, 中国大陆, 汉语普通话,2018
165,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
166,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
167,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
168,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
169,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
170,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
171,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
172,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
173,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
174,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
175,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
176,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
177,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
178,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
179,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
180,燃点,"关琇,萧屺楠","罗永浩,戴威,张颖,Papi酱,傅盛",6.3,https://movie.douban.com/subject/27663881/, 中国大陆,,2019
181,我在故宫修文物,"叶君,萧寒","王津,亓昊楠,屈峰,王五胜,王有亮",9.4,https://movie.douban.com/subject/26703457/, 中国大陆, 汉语普通话,2016
182,尺八·一声一世,聿馨,"佐藤康夫,小凑昭尚,蔡鸿文,徐浩鹏,海山",,https://movie.douban.com/subject/27185648/, 中国大陆,,2019
183,风味人间,"陈晓卿,陈磊","李立宏,陈晓卿,扶霞·邓洛普",9.1,https://movie.douban.com/subject/30156039/, 中国大陆, 汉语普通话,2018
184,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
185,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
186,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
187,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
188,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
189,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
190,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
191,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
192,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
193,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
194,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
195,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
196,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
197,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
198,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
199,燃点,"关琇,萧屺楠","罗永浩,戴威,张颖,Papi酱,傅盛",6.3,https://movie.douban.com/subject/27663881/, 中国大陆,,2019
200,三十二,郭柯,"韦绍兰,罗善学",9.4,https://movie.douban.com/subject/26236632/, 中国大陆,,2014
201,尺八·一声一世,聿馨,"佐藤康夫,小凑昭尚,蔡鸿文,徐浩鹏,海山",,https://movie.douban.com/subject/27185648/, 中国大陆,,2019
202,风味人间,"陈晓卿,陈磊","李立宏,陈晓卿,扶霞·邓洛普",9.1,https://movie.douban.com/subject/30156039/, 中国大陆, 汉语普通话,2018
203,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
204,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
205,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
206,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
207,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
208,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
209,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
210,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
211,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
212,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
213,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
214,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
215,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
216,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
217,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
218,燃点,"关琇,萧屺楠","罗永浩,戴威,张颖,Papi酱,傅盛",6.3,https://movie.douban.com/subject/27663881/, 中国大陆,,2019
219,三十二,郭柯,"韦绍兰,罗善学",9.4,https://movie.douban.com/subject/26236632/, 中国大陆,,2014
220,河西走廊,赵启辰,"刘川,艾力库",9.6,https://movie.douban.com/subject/24736278/, 中国大陆, 汉语普通话,2015
221,风味人间,"陈晓卿,陈磊","李立宏,陈晓卿,扶霞·邓洛普",9.1,https://movie.douban.com/subject/30156039/, 中国大陆, 汉语普通话,2018
222,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
223,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
224,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
225,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
226,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
227,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
228,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
229,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
230,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
231,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
232,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
233,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
234,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
235,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
236,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
237,燃点,"关琇,萧屺楠","罗永浩,戴威,张颖,Papi酱,傅盛",6.3,https://movie.douban.com/subject/27663881/, 中国大陆,,2019
238,三十二,郭柯,"韦绍兰,罗善学",9.4,https://movie.douban.com/subject/26236632/, 中国大陆,,2014
239,河西走廊,赵启辰,"刘川,艾力库",9.6,https://movie.douban.com/subject/24736278/, 中国大陆, 汉语普通话,2015
240,生门,陈为军,"李家福,夏锦菊,陈小凤,曾宪春",8.8,https://movie.douban.com/subject/26836588/, 中国大陆,,2016
241,我们诞生在中国,陆川,"周迅,约翰·卡拉辛斯基,Jo Frost",8.0,https://movie.douban.com/subject/26376454/, 美国 / 英国 / 中国大陆,,2016
242,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
243,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
244,地球之盐,"维姆·文德斯,朱利安·诺里贝罗·萨尔加多","塞巴斯蒂昂·萨尔加多,维姆·文德斯,朱利安·诺里贝罗·萨尔加多",9.2,https://movie.douban.com/subject/10741871/, 法国 / 意大利 / 巴西,,2014
245,舌尖上的中国 第一季,"陈晓卿,任长箴,程工",李立宏,9.4,https://movie.douban.com/subject/10606004/, 中国大陆, 汉语普通话,2012
246,我们的星球,艾雷斯泰·法瑟吉尔,戴维·阿滕伯勒,9.8,https://movie.douban.com/subject/30374707/, 美国 / 英国, 英语,2019
247,我在故宫修文物,萧寒,"王津,亓昊楠,屈峰,王五胜,王有亮",7.6,https://movie.douban.com/subject/26910059/, 中国大陆,,2016
248,人间世 第二季,"秦博,范士广,谢抒豪",,9.6,https://movie.douban.com/subject/27199784/, 中国大陆, 汉语普通话,2019
249,海昏侯,"张力,金蓓","娄硕,马昆,魏至强,王明,吴宁",8.7,https://movie.douban.com/subject/33377603/, 中国大陆, 汉语普通话,2019
250,港珠澳大桥,闫东,,,https://movie.douban.com/subject/30230160/, 中国大陆 / 香港 / 澳门,,2019
251,寿司之神,大卫·贾柏,"小野二郎 ,小野祯一",8.7,https://movie.douban.com/subject/6146955/, 美国,,2011
252,日本之耻,埃里卡·詹金,"伊藤诗织,安倍晋三",9.1,https://movie.douban.com/subject/30263943/, 英国,,2018
253,重返·狼群,亦风,李微漪,8.3,https://movie.douban.com/subject/26920269/, 中国大陆,,2017
254,人间世 第一季,周全,,9.6,https://movie.douban.com/subject/26815163/, 中国大陆, 汉语普通话,2016
255,航拍中国 第二季,"郭滢,樊志远,桂平,田荣,李德刚,詹先玲,王雅丽,韩金娜,何伟,杨光伟",李龙滨,8.3,https://movie.douban.com/subject/26995507/, 中国大陆, 汉语普通话,2019
256,燃点,"关琇,萧屺楠","罗永浩,戴威,张颖,Papi酱,傅盛",6.3,https://movie.douban.com/subject/27663881/, 中国大陆,,2019
257,三十二,郭柯,"韦绍兰,罗善学",9.4,https://movie.douban.com/subject/26236632/, 中国大陆,,2014
258,河西走廊,赵启辰,"刘川,艾力库",9.6,https://movie.douban.com/subject/24736278/, 中国大陆, 汉语普通话,2015
259,生门,陈为军,"李家福,夏锦菊,陈小凤,曾宪春",8.8,https://movie.douban.com/subject/26836588/, 中国大陆,,2016
260,浮生一日,"凯文·麦克唐纳,Natalia Andreadis,雷德利·斯科特","Cindy Baer,海伦·乔治",8.8,https://movie.douban.com/subject/5387041/, 美国,,2011
261,街头绝味 第一季,,,7.6,https://movie.douban.com/subject/33394370/, 美国, 英语,2019
262,脸庞，村庄,"阿涅斯·瓦尔达,JR","阿涅斯·瓦尔达,JR,让-吕克·戈达尔",9.1,https://movie.douban.com/subject/26764928/, 法国,,2017
